QUERY_ID	BEST_MATCH	SCORE	GENUS	FAMILY	ORDER	CLASS	PHYLUM
read627	Methanococcus_maripaludis_S2	-599.2405	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read628	Methanococcus_maripaludis_S2	-598.0604	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read629	Methanococcus_maripaludis_S2	-633.4786	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read63	Escherichia_coli_SMS-3-5	-648.2014	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read630	Methanococcus_maripaludis_S2	-593.8182	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read631	Methanococcus_maripaludis_S2	-604.8198	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read632	Methanococcus_maripaludis_S2	-604.4205	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read633	Methanococcus_maripaludis_S2	-600.3890	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read634	Methanococcus_maripaludis_S2	-603.7249	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read635	Methanococcus_maripaludis_S2	-625.6696	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read636	Methanococcus_maripaludis_S2	-623.9473	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read637	Methanococcus_maripaludis_S2	-636.2440	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read638	Methanococcus_maripaludis_S2	-650.0734	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read639	Methanococcus_maripaludis_S2	-603.9913	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read64	Escherichia_coli_CFT073	-656.3954	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read640	Methanococcus_maripaludis_S2	-578.0266	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read641	Methanococcus_maripaludis_S2	-612.1957	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read642	Methanococcus_maripaludis_S2	-616.6918	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read643	Methanococcus_maripaludis_S2	-621.6524	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read644	Methanococcus_maripaludis_S2	-617.9529	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read645	Methanococcus_maripaludis_S2	-633.7832	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read646	Methanococcus_maripaludis_S2	-613.7808	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read647	Methanococcus_maripaludis_S2	-607.8552	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read648	Methanococcus_maripaludis_S2	-584.4000	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read649	Methanococcus_maripaludis_S2	-631.2798	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read65	Escherichia_coli_str._K-12_substr._MG1655	-654.9472	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read650	Methanococcus_maripaludis_S2	-595.4266	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read651	Methanococcus_maripaludis_S2	-630.3859	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read652	Methanococcus_maripaludis_S2	-625.5340	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read653	Methanococcus_maripaludis_S2	-609.3823	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read654	Methanococcus_maripaludis_S2	-615.7202	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read655	Methanococcus_maripaludis_S2	-618.4790	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read656	Methanococcus_maripaludis_S2	-599.4803	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read657	Methanococcus_maripaludis_S2	-614.4096	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read658	Methanococcus_maripaludis_S2	-603.9104	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read659	Methanococcus_maripaludis_S2	-661.1926	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read66	Escherichia_coli_O157COLONCOLONH7_str._EC4115	-648.1207	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read660	Methanococcus_maripaludis_S2	-636.9705	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read661	Methanococcus_maripaludis_S2	-612.6374	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read662	Methanococcus_maripaludis_S2	-613.7227	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read663	Methanococcus_maripaludis_S2	-607.3106	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read664	Methanococcus_maripaludis_S2	-611.9681	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read665	Methanococcus_maripaludis_S2	-618.8336	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read666	Methanococcus_maripaludis_C6	-587.8750	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read667	Methanococcus_maripaludis_S2	-632.8918	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read668	Methanococcus_maripaludis_S2	-623.3338	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read669	Methanococcus_maripaludis_S2	-611.0402	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read67	Escherichia_coli_APEC_O1	-655.0727	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read670	Methanococcus_maripaludis_S2	-591.0244	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read671	Methanococcus_maripaludis_S2	-617.6279	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read672	Methanococcus_maripaludis_S2	-601.9349	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read673	Methanococcus_maripaludis_S2	-601.3274	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read674	Methanococcus_maripaludis_S2	-594.2687	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read675	Methanococcus_maripaludis_S2	-600.3283	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read676	Methanococcus_maripaludis_S2	-614.7731	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read677	Methanococcus_maripaludis_S2	-603.4136	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read678	Methanococcus_maripaludis_S2	-595.9652	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read679	Methanococcus_maripaludis_S2	-631.7056	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read68	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-636.7946	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read680	Methanococcus_maripaludis_S2	-604.7974	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read681	Methanococcus_maripaludis_S2	-599.2309	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read682	Methanococcus_maripaludis_S2	-588.9422	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read683	Methanococcus_maripaludis_S2	-615.2317	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read684	Methanococcus_maripaludis_S2	-646.1295	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read685	Methanococcus_maripaludis_S2	-622.9089	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read686	Methanococcus_maripaludis_S2	-604.2093	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read687	Methanococcus_maripaludis_S2	-612.8592	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read688	Methanococcus_maripaludis_S2	-602.0529	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read689	Methanococcus_maripaludis_S2	-607.0681	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read69	Escherichia_coli_UTI89	-664.4597	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read690	Methanococcus_maripaludis_S2	-627.8280	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read691	Methanococcus_maripaludis_S2	-627.4015	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read692	Methanococcus_maripaludis_S2	-597.1892	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read693	Methanococcus_maripaludis_S2	-618.4563	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read694	Methanococcus_maripaludis_S2	-595.6913	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read695	Methanococcus_maripaludis_S2	-609.6139	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read696	Methanococcus_maripaludis_S2	-598.9408	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read697	Methanococcus_maripaludis_S2	-579.1284	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read698	Methanococcus_maripaludis_S2	-575.7236	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read699	Methanococcus_maripaludis_S2	-598.6798	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota
read7	Escherichia_coli_CFT073	-649.2246	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read70	Escherichia_coli_536	-661.2202	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read700	Methylobacterium_extorquens_AM1	-616.4850	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read701	Methylobacterium_extorquens_AM1	-625.0382	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read702	Methylobacterium_extorquens_AM1	-605.5068	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read703	Methylobacterium_extorquens_AM1	-617.7852	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read704	Methylobacterium_extorquens_AM1	-617.9187	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read705	Methylobacterium_extorquens_AM1	-623.8892	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read706	Methylobacterium_extorquens_AM1	-566.2515	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read707	Methylobacterium_extorquens_AM1	-657.9200	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read708	Methylobacterium_extorquens_AM1	-563.1441	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read709	Methylobacterium_extorquens_AM1	-631.9227	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read71	Escherichia_coli_S88	-631.4551	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read710	Methylobacterium_extorquens_AM1	-599.3306	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read711	Methylobacterium_extorquens_AM1	-594.3452	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read712	Methylobacterium_extorquens_AM1	-587.9981	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read713	Methylobacterium_extorquens_AM1	-558.6994	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read714	Methylobacterium_extorquens_AM1	-575.1676	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read715	Methylobacterium_extorquens_AM1	-633.1669	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read716	Methylobacterium_extorquens_AM1	-576.0639	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read717	Methylobacterium_extorquens_AM1	-555.6043	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read718	Methylobacterium_extorquens_AM1	-617.4560	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read719	Methylobacterium_extorquens_AM1	-600.7550	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read72	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-651.5275	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read720	Methylobacterium_extorquens_AM1	-600.8410	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read721	Methylobacterium_extorquens_AM1	-594.7969	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read722	Methylobacterium_extorquens_AM1	-640.4287	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read723	Methylobacterium_extorquens_DM4_LPARENMethylobacterium_dichloromethanicumRPAREN	-589.6296	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read724	Methylobacterium_extorquens_AM1	-645.4611	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read725	Methylobacterium_extorquens_AM1	-557.3927	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read726	Methylobacterium_extorquens_AM1	-598.1187	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read727	Methylobacterium_extorquens_DM4_LPARENMethylobacterium_dichloromethanicumRPAREN	-640.1032	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read728	Methylobacterium_extorquens_AM1	-572.8863	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read729	Methylobacterium_extorquens_AM1	-590.1780	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read73	Escherichia_coli_ED1a	-638.0424	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read730	Methylobacterium_extorquens_AM1	-609.4889	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read731	Methylobacterium_extorquens_AM1	-633.4076	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read732	Methylobacterium_extorquens_AM1	-636.9924	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read733	Methylobacterium_extorquens_PA1	-584.8322	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read734	Methylobacterium_extorquens_AM1	-591.6282	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read735	Methylobacterium_extorquens_PA1	-566.7241	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read736	Methylobacterium_extorquens_AM1	-590.7399	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read737	Methylobacterium_extorquens_DM4_LPARENMethylobacterium_dichloromethanicumRPAREN	-613.8823	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read738	Methylobacterium_extorquens_AM1	-602.4201	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read739	Methylobacterium_extorquens_PA1	-624.9075	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read74	Escherichia_coli_UTI89	-643.3558	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read740	Methylobacterium_extorquens_AM1	-572.5571	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read741	Methylobacterium_extorquens_AM1	-607.8847	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read742	Methylobacterium_extorquens_AM1	-606.2642	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read743	Methylobacterium_extorquens_AM1	-594.3381	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read744	Methylobacterium_chloromethanicum_CM4	-609.6881	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read745	Methylobacterium_extorquens_AM1	-590.9824	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read746	Methylobacterium_extorquens_AM1	-618.7492	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read747	Methylobacterium_extorquens_AM1	-569.0388	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read748	Methylobacterium_extorquens_AM1	-568.9775	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read749	Methylobacterium_extorquens_AM1	-562.6593	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read75	Escherichia_coli_55989	-634.5253	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read750	Methylobacterium_extorquens_AM1	-582.3174	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read751	Methylobacterium_extorquens_AM1	-577.2090	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read752	Methylobacterium_chloromethanicum_CM4	-658.7439	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read753	Methylobacterium_extorquens_PA1	-603.9582	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read754	Methylobacterium_extorquens_AM1	-588.9745	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read755	Methylobacterium_extorquens_AM1	-574.8852	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read756	Methylobacterium_extorquens_AM1	-612.4606	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read757	Methylobacterium_extorquens_AM1	-571.2267	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read758	Methylobacterium_extorquens_AM1	-595.9346	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read759	Methylobacterium_extorquens_AM1	-639.0055	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read76	Escherichia_coli_CFT073	-638.9722	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read760	Methylobacterium_extorquens_AM1	-591.4935	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read761	Methylobacterium_extorquens_AM1	-608.9573	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read762	Methylobacterium_extorquens_AM1	-597.9693	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read763	Methylobacterium_chloromethanicum_CM4	-630.4574	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read764	Methylobacterium_extorquens_AM1	-571.5541	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read765	Methylobacterium_extorquens_AM1	-580.1507	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read766	Methylobacterium_extorquens_AM1	-618.5446	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read767	Methylobacterium_extorquens_AM1	-615.3671	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read768	Methylobacterium_extorquens_AM1	-593.6309	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read769	Methylobacterium_extorquens_DM4_LPARENMethylobacterium_dichloromethanicumRPAREN	-578.4086	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read77	Escherichia_coli_APEC_O1	-643.1898	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read770	Methylobacterium_extorquens_AM1	-582.5128	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read771	Methylobacterium_extorquens_AM1	-603.5584	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read772	Methylobacterium_extorquens_AM1	-591.9418	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read773	Methylobacterium_extorquens_AM1	-618.3216	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read774	Methylobacterium_extorquens_AM1	-566.5024	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read775	Methylobacterium_extorquens_PA1	-607.4011	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read776	Methylobacterium_chloromethanicum_CM4	-608.3650	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read777	Methylobacterium_extorquens_AM1	-583.4424	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read778	Methylobacterium_extorquens_AM1	-590.3674	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read779	Methylobacterium_populi_BJ001	-607.1195	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read78	Escherichia_coli_S88	-631.0026	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read780	Methylobacterium_extorquens_AM1	-603.6632	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read781	Methylobacterium_extorquens_PA1	-588.2999	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read782	Methylobacterium_extorquens_AM1	-611.6685	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read783	Methylobacterium_extorquens_AM1	-605.1354	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read784	Methylobacterium_extorquens_AM1	-594.7938	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read785	Methylobacterium_extorquens_DM4_LPARENMethylobacterium_dichloromethanicumRPAREN	-581.7284	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read786	Methylobacterium_extorquens_AM1	-571.1917	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read787	Methylobacterium_extorquens_AM1	-609.4535	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read788	Methylobacterium_extorquens_AM1	-585.2370	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read789	Methylobacterium_extorquens_AM1	-653.7586	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read79	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-646.8170	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read790	Methylobacterium_extorquens_AM1	-610.0106	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read791	Methylobacterium_extorquens_AM1	-590.0980	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read792	Methylobacterium_extorquens_AM1	-601.1360	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read793	Methylobacterium_extorquens_AM1	-608.8856	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read794	Ochrobactrum_anthropi_ATCC_49188	-616.7858	Ochrobactrum	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read795	Methylobacterium_extorquens_AM1	-604.1300	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read796	Methylobacterium_extorquens_AM1	-610.4429	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read797	Methylobacterium_extorquens_AM1	-617.0273	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read798	Methylobacterium_extorquens_AM1	-609.6651	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read799	Methylobacterium_extorquens_AM1	-652.7285	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read8	Escherichia_coli_S88	-642.4216	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read80	Escherichia_coli_S88	-648.9398	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read800	Methylobacterium_extorquens_AM1	-588.2450	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read801	Methylobacterium_extorquens_AM1	-612.0556	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read802	Methylobacterium_extorquens_AM1	-592.5163	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read803	Methylobacterium_extorquens_AM1	-660.8693	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read804	Methylobacterium_extorquens_AM1	-630.5288	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read805	Methylobacterium_extorquens_AM1	-592.7396	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
read806	Methylobacterium_extorquens_AM1	-607.7399	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria
